epoch,loss
0,0.27288079341252647
1,0.03743139983216921
2,0.025918493514259656
3,0.018215020703772705
4,0.010831314839422703
5,0.008299650778373082
6,0.006790915244569381
7,0.005682457488030195
8,0.00488774007682999
9,0.0042895582634955645
10,0.0037407972825070222
11,0.0032034320967892806
12,0.0026471170422931512
13,0.002133359858766198
14,0.0017044268427416683
15,0.0014181816717609764
16,0.0012499695659304658
17,0.0011122676950568954
18,0.0010493106078356504
19,0.0009857974854918818
20,0.0009090863635453085
21,0.0008866805961976449
22,0.0008393851411528885
23,0.0008069187640212476
24,0.0007798802255031964
25,0.000786284612181286
26,0.0007558370814658702
27,0.0007126966031889121
28,0.0006901752599515021
29,0.000691601344384253
30,0.0006600274505714575
31,0.0006577901506486038
32,0.0006175929163582623
33,0.0006011810878602167
34,0.0006156666348688304
35,0.0005806284106026093
36,0.0005593023818607132
37,0.0005627582189626992
38,0.000542588423161457
39,0.0005598068774367372
40,0.0005230011482878278
41,0.000517942233554398
42,0.0004969525162596256
43,0.0004903830985228221
44,0.0005049042909716566
45,0.0004986239491651456
46,0.0004771526753902435
47,0.0004675455056130886
48,0.00046284910151734947
49,0.0004653394304526349
50,0.00048186605121009054
51,0.0004443793914591273
52,0.0004767763176932931
53,0.00045424941508099436
54,0.0004330116647761315
55,0.00044693132070824503
56,0.00043953312987772124
57,0.00043682058427172403
58,0.00043026853220847746
59,0.00042835637802879015
60,0.00042007870064117013
61,0.00043267253592299917
62,0.0004110305854895463
63,0.00040516799579684934
64,0.0004189041208786269
65,0.0004060484541890522
66,0.0003912465684891989
67,0.000404926764468352
68,0.00039403182454407216
69,0.00042594472598284484
70,0.00039723850615943474
71,0.0004054579959095766
72,0.00038023672353786726
73,0.0003805746914198001
74,0.00040179447170036537
75,0.00037489060234899323
76,0.0003810831715818495
77,0.0003803580889167885
78,0.0003710445928542564
79,0.0003760368402581662
80,0.00038034045098659893
81,0.0003921470927695433
82,0.00037018460555312535
83,0.0003703636159965148
84,0.0003913359809666872
85,0.00037386583831782144
86,0.0003610231133643538
87,0.00036232596154635153
88,0.00035683721241851646
89,0.00035551510215736925
90,0.0003545959383094062
91,0.00034909126713561516
92,0.000380853017559275
93,0.0003518614075146615
94,0.00034937264459828537
95,0.0003515338071932395
96,0.00035260790842585267
97,0.00033645480258079867
98,0.00035029402507158616
99,0.00034721082091952363
100,0.0003385016537892322
101,0.0003373196863103658
102,0.00033797217649407686
103,0.00035083184748267135
104,0.00035096107011971375
105,0.00034441322064958515
106,0.0003463384763648113
107,0.0003419557412465413
108,0.00033344936347566546
109,0.0003264766994398087
110,0.00032885213188516596
111,0.00032830905495211484
112,0.0003356815688312054
113,0.0003310751006162415
114,0.0003299625566384445
115,0.0003425141953242322
116,0.0003254569074294219
117,0.0003356473019812256
118,0.0003271163971318553
119,0.00032452542039876185
120,0.0003375012427568436
121,0.0003240976807040473
122,0.0003189934973294536
123,0.0003211412309513738
124,0.00031850442453287543
125,0.0003275053035467863
126,0.0003216102179915955
127,0.00033378236182034015
128,0.0003204700940599044
129,0.00031840382147735606
130,0.0003207243774086237
131,0.00032239179708994927
132,0.0003087354066083208
133,0.00031885431070501606
134,0.0003149381992407143
135,0.0003111437485398104
136,0.00031306276214309036
137,0.0003043509469522784
138,0.0003267571561348935
139,0.00031767056804771226
140,0.0003150998179335147
141,0.00030814954242669044
142,0.00032051746911990143
143,0.0003029036345736434
144,0.00030887744575738905
145,0.00030671265985195834
146,0.00031043901333274943
147,0.00031582175676400464
148,0.00031702164436380067
149,0.00030845418324073156
150,0.00030872790329158304
151,0.0003188352889070908
152,0.0003041472288314253
153,0.0002980957489926368
154,0.00030191892742489776
155,0.0002988443754535789
156,0.00030702479160390795
157,0.000304710112279281
158,0.00031503374416691563
159,0.00030040046595968304
160,0.0002937312761011223
161,0.0003033127288799733
162,0.0003032609802515556
163,0.00030374997939604026
164,0.0003073738423020889
165,0.00030407329881563784
166,0.00030267362971790135
167,0.0002942414964394023
168,0.00030806572060100736
169,0.0003041951129368196
170,0.00029860825223537783
171,0.0002897303932501624
172,0.00030049108706104257
173,0.00029548201034776866
174,0.0002978425498586148
175,0.00029363491083495317
176,0.00029086128544683257
177,0.0002906495896944155
178,0.0002924637731630355
179,0.00029733061782705287
180,0.00030168454403368137
181,0.00029598660316939153
182,0.0002990706330553318
183,0.0002909531480787943
184,0.00029236419995625813
185,0.00028872244238543015
186,0.0002921056789346039
187,0.0003002641908048342
188,0.0002889270182543745
189,0.00029653486353345215
190,0.00029257592054394386
191,0.00028681391562956074
192,0.0002916085598214219
193,0.0002843855913185204
194,0.0002817129948331664
195,0.00029693618152911463
196,0.00028724307279723386
197,0.00028133509121835233
198,0.0002783857078757137
199,0.0003144166246056557
